run,variable,2025-01-01,2025-01-31,2025-02-01,2025-02-28,2025-03-01,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30,2026-07-31,2026-08-31,2026-09-30,2026-10-31,2026-11-30,2026-12-31
106,Price,,9.5,,10.0,,8.8,9.5,11.0,9.8,9.5,10.0,9.8,10.0,10.0,9.8,10.0,11.0,11.0,10.0,9.5,9.8,9.5,10.0,9.8,10.5,9.5,9.8
106,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
107,Quantity,,100.0,,95.0,,90.0,90.0,95.0,75.0,100.0,130.0,80.0,100.0,95.0,80.0,90.0,95.0,140.0,80.0,95.0,140.0,100.0,95.0,75.0,110.0,95.0,100.0
107,Price,,10.0,,10.0,,9.8,10.5,10.0,12.3,10.0,9.0,11.0,10.0,10.0,11.0,10.5,10.0,8.8,11.5,10.0,8.8,10.0,10.0,12.3,9.5,10.0,9.0
107,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
108,Quantity,,100.0,,70.0,,80.0,100.0,95.0,90.0,90.0,70.0,140.0,120.0,80.0,90.0,110.0,95.0,90.0,100.0,95.0,75.0,100.0,80.0,100.0,100.0,70.0,75.0
108,Price,,10.0,,12.0,,11.0,10.0,10.0,9.8,10.5,12.0,8.8,9.2,11.0,9.8,9.5,10.0,9.8,10.0,10.0,12.3,10.0,11.0,9.0,10.0,12.0,12.3
108,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
109,Quantity,,100.0,,80.0,,90.0,80.0,95.0,80.0,120.0,125.0,100.0,100.0,95.0,90.0,110.0,95.0,90.0,90.0,80.0,90.0,80.0,95.0,140.0,100.0,95.0,100.0
109,Price,,10.0,,11.0,,9.8,11.5,10.0,11.0,9.2,9.5,9.0,10.0,10.0,9.8,9.5,10.0,9.8,10.5,11.0,9.8,11.5,10.0,8.8,10.0,10.0,9.0
109,DSO,60.0,,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
110,Quantity,,100.0,,95.0,,100.0,100.0,95.0,90.0,100.0,70.0,75.0,110.0,130.0,75.0,80.0,95.0,100.0,100.0,130.0,90.0,110.0,70.0,80.0,120.0,70.0,80.0
110,Price,,10.0,,10.0,,9.0,10.0,10.0,9.8,10.0,12.0,12.3,9.5,9.0,12.3,11.5,10.0,9.0,10.0,9.0,9.8,9.5,12.0,11.0,9.2,12.0,11.0
110,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
111,Quantity,,80.0,,95.0,,90.0,100.0,125.0,140.0,80.0,95.0,90.0,80.0,70.0,90.0,100.0,70.0,75.0,110.0,95.0,100.0,100.0,130.0,90.0,80.0,95.0,90.0
111,Price,,11.5,,10.0,,9.8,10.0,9.5,8.8,11.5,10.0,9.8,11.5,12.0,9.8,10.0,12.0,12.3,9.5,10.0,9.0,10.0,9.0,9.8,11.5,10.0,9.8
111,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
112,Quantity,,120.0,,125.0,,75.0,120.0,70.0,90.0,100.0,95.0,90.0,100.0,95.0,140.0,100.0,130.0,90.0,100.0,95.0,80.0,100.0,95.0,90.0,100.0,125.0,90.0
112,Price,,9.2,,9.5,,12.3,9.2,12.0,9.8,10.0,10.0,9.8,10.0,10.0,8.8,10.0,9.0,9.8,10.0,10.0,11.0,10.0,10.0,9.8,10.0,9.5,9.8
112,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
113,Quantity,,80.0,,70.0,,100.0,100.0,125.0,90.0,80.0,95.0,100.0,100.0,95.0,90.0,110.0,125.0,140.0,110.0,95.0,90.0,100.0,95.0,80.0,100.0,95.0,90.0
113,Price,,11.5,,12.0,,9.0,10.0,9.5,9.8,11.5,10.0,9.0,10.0,10.0,9.8,9.5,9.5,8.8,9.5,10.0,9.8,10.0,10.0,11.0,10.0,10.0,9.8
113,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
114,Quantity,,120.0,,95.0,,90.0,80.0,70.0,100.0,100.0,95.0,75.0,120.0,80.0,100.0,80.0,80.0,90.0,100.0,95.0,90.0,100.0,130.0,100.0,110.0,130.0,90.0
114,Price,,9.2,,10.0,,9.8,11.5,12.0,9.0,10.0,10.0,12.3,9.2,11.0,9.0,11.5,11.0,9.8,10.0,10.0,9.8,10.0,9.0,9.0,9.5,9.0,9.8
114,DSO,60.0,,90.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
115,Quantity,,100.0,,95.0,,75.0,120.0,95.0,90.0,120.0,80.0,90.0,90.0,125.0,90.0,100.0,95.0,90.0,90.0,70.0,75.0,120.0,70.0,90.0,80.0,95.0,80.0
115,Price,,10.0,,10.0,,12.3,9.2,10.0,9.8,9.2,11.0,9.8,10.5,9.5,9.8,10.0,10.0,9.8,10.5,12.0,12.3,9.2,12.0,9.8,11.5,10.0,11.0
115,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
116,Quantity,,100.0,,125.0,,90.0,100.0,95.0,75.0,100.0,125.0,90.0,100.0,95.0,80.0,100.0,95.0,80.0,100.0,125.0,100.0,80.0,95.0,90.0,100.0,80.0,140.0
116,Price,,10.0,,9.5,,9.8,10.0,10.0,12.3,10.0,9.5,9.8,10.0,10.0,11.0,10.0,10.0,11.0,10.0,9.5,9.0,11.5,10.0,9.8,10.0,11.0,8.8
116,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
117,Quantity,,100.0,,130.0,,100.0,110.0,95.0,90.0,100.0,70.0,90.0,80.0,70.0,75.0,100.0,95.0,75.0,80.0,95.0,90.0,100.0,80.0,90.0,100.0,95.0,75.0
117,Price,,10.0,,9.0,,9.0,9.5,10.0,9.8,10.0,12.0,9.8,11.5,12.0,12.3,10.0,10.0,12.3,11.5,10.0,9.8,10.0,11.0,9.8,10.0,10.0,12.3
117,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
118,Quantity,,100.0,,95.0,,90.0,100.0,95.0,80.0,90.0,130.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,80.0,70.0,100.0
118,Price,,10.0,,10.0,,9.8,10.0,10.0,11.0,10.5,9.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,11.5,12.0,9.0
118,DSO,90.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
119,Quantity,,80.0,,95.0,,75.0,100.0,130.0,90.0,100.0,95.0,80.0,100.0,95.0,140.0,90.0,70.0,90.0,120.0,70.0,75.0,110.0,95.0,100.0,110.0,95.0,90.0
119,Price,,11.5,,10.0,,12.3,10.0,9.0,9.8,10.0,10.0,11.0,10.0,10.0,8.8,10.5,12.0,9.8,9.2,12.0,12.3,9.5,10.0,9.0,9.5,10.0,9.8
119,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
120,Quantity,,110.0,,80.0,,90.0,90.0,80.0,100.0,110.0,95.0,140.0,110.0,130.0,90.0,120.0,130.0,100.0,100.0,130.0,100.0,80.0,125.0,75.0,100.0,125.0,90.0
120,Price,,9.5,,11.0,,9.8,10.5,11.0,9.0,9.5,10.0,8.8,9.5,9.0,9.8,9.2,9.0,9.0,10.0,9.0,9.0,11.5,9.5,12.3,10.0,9.5,9.8
120,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
121,Quantity,,100.0,,95.0,,90.0,110.0,95.0,90.0,100.0,95.0,100.0,100.0,95.0,90.0,100.0,95.0,80.0,80.0,70.0,90.0,100.0,95.0,90.0,90.0,95.0,90.0
121,Price,,10.0,,10.0,,9.8,9.5,10.0,9.8,10.0,10.0,9.0,10.0,10.0,9.8,10.0,10.0,11.0,11.5,12.0,9.8,10.0,10.0,9.8,10.5,10.0,9.8
121,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
122,Quantity,,100.0,,130.0,,75.0,100.0,95.0,80.0,120.0,95.0,75.0,80.0,125.0,80.0,100.0,95.0,90.0,100.0,125.0,90.0,100.0,125.0,90.0,100.0,130.0,90.0
122,Price,,10.0,,9.0,,12.3,10.0,10.0,11.0,9.2,10.0,12.3,11.5,9.5,11.0,10.0,10.0,9.8,10.0,9.5,9.8,10.0,9.5,9.8,10.0,9.0,9.8
122,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
123,Quantity,,80.0,,80.0,,90.0,100.0,130.0,90.0,100.0,125.0,90.0,110.0,70.0,90.0,90.0,125.0,90.0,120.0,95.0,80.0,80.0,80.0,100.0,100.0,95.0,140.0
123,Price,,11.5,,11.0,,9.8,10.0,9.0,9.8,10.0,9.5,9.8,9.5,12.0,9.8,10.5,9.5,9.8,9.2,10.0,11.0,11.5,11.0,9.0,10.0,10.0,8.8
123,DSO,90.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
124,Quantity,,110.0,,95.0,,100.0,80.0,80.0,140.0,80.0,70.0,90.0,100.0,95.0,100.0,120.0,80.0,100.0,100.0,95.0,100.0,110.0,95.0,75.0,110.0,80.0,75.0
124,Price,,9.5,,10.0,,9.0,11.5,11.0,8.8,11.5,12.0,9.8,10.0,10.0,9.0,9.2,11.0,9.0,10.0,10.0,9.0,9.5,10.0,12.3,9.5,11.0,12.3
124,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
125,Quantity,,90.0,,95.0,,90.0,100.0,125.0,90.0,110.0,125.0,90.0,120.0,125.0,140.0,110.0,70.0,100.0,110.0,80.0,90.0,100.0,70.0,80.0,120.0,95.0,100.0
125,Price,,10.5,,10.0,,9.8,10.0,9.5,9.8,9.5,9.5,9.8,9.2,9.5,8.8,9.5,12.0,9.0,9.5,11.0,9.8,10.0,12.0,11.0,9.2,10.0,9.0
125,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
126,Quantity,,110.0,,70.0,,80.0,80.0,70.0,100.0,100.0,80.0,90.0,100.0,95.0,90.0,80.0,125.0,90.0,100.0,130.0,90.0,100.0,95.0,140.0,100.0,70.0,75.0
126,Price,,9.5,,12.0,,11.0,11.5,12.0,9.0,10.0,11.0,9.8,10.0,10.0,9.8,11.5,9.5,9.8,10.0,9.0,9.8,10.0,10.0,8.8,10.0,12.0,12.3
126,DSO,90.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
127,Quantity,,100.0,,125.0,,90.0,120.0,95.0,90.0,80.0,95.0,75.0,100.0,95.0,75.0,100.0,95.0,90.0,90.0,95.0,75.0,90.0,95.0,90.0,100.0,95.0,90.0
127,Price,,10.0,,9.5,,9.8,9.2,10.0,9.8,11.5,10.0,12.3,10.0,10.0,12.3,10.0,10.0,9.8,10.5,10.0,12.3,10.5,10.0,9.8,10.0,10.0,9.8
127,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
128,Quantity,,100.0,,95.0,,140.0,100.0,95.0,75.0,100.0,95.0,140.0,80.0,70.0,90.0,100.0,95.0,75.0,100.0,95.0,140.0,120.0,130.0,90.0,80.0,125.0,90.0
128,Price,,10.0,,10.0,,8.8,10.0,10.0,12.3,10.0,10.0,8.8,11.5,12.0,9.8,10.0,10.0,12.3,10.0,10.0,8.8,9.2,9.0,9.8,11.5,9.5,9.8
128,DSO,45.0,,90.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
129,Quantity,,80.0,,125.0,,75.0,100.0,95.0,90.0,110.0,95.0,100.0,80.0,95.0,75.0,100.0,80.0,90.0,80.0,130.0,90.0,100.0,95.0,90.0,100.0,70.0,90.0
129,Price,,11.5,,9.5,,12.3,10.0,10.0,9.8,9.5,10.0,9.0,11.5,10.0,12.3,10.0,11.0,9.8,11.5,9.0,9.8,10.0,10.0,9.8,10.0,12.0,9.8
129,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
130,Quantity,,120.0,,95.0,,90.0,80.0,95.0,100.0,100.0,95.0,75.0,100.0,70.0,90.0,100.0,125.0,140.0,100.0,80.0,90.0,100.0,125.0,90.0,80.0,95.0,90.0
130,Price,,9.2,,10.0,,9.8,11.5,10.0,9.0,10.0,10.0,12.3,10.0,12.0,9.8,10.0,9.5,8.8,10.0,11.0,9.8,10.0,9.5,9.8,11.5,10.0,9.8
130,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
131,Quantity,,100.0,,95.0,,100.0,110.0,70.0,90.0,90.0,70.0,90.0,100.0,125.0,140.0,110.0,95.0,80.0,120.0,95.0,100.0,80.0,70.0,100.0,110.0,125.0,100.0
131,Price,,10.0,,10.0,,9.0,9.5,12.0,9.8,10.5,12.0,9.8,10.0,9.5,8.8,9.5,10.0,11.0,9.2,10.0,9.0,11.5,12.0,9.0,9.5,9.5,9.0
131,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
132,Quantity,,100.0,,70.0,,90.0,100.0,125.0,80.0,100.0,125.0,90.0,110.0,95.0,90.0,80.0,95.0,90.0,100.0,95.0,75.0,110.0,95.0,75.0,100.0,95.0,75.0
132,Price,,10.0,,12.0,,9.8,10.0,9.5,11.0,10.0,9.5,9.8,9.5,10.0,9.8,11.5,10.0,9.8,10.0,10.0,12.3,9.5,10.0,12.3,10.0,10.0,12.3
132,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
133,Quantity,,100.0,,80.0,,80.0,110.0,70.0,90.0,100.0,80.0,90.0,100.0,70.0,90.0,90.0,95.0,90.0,110.0,125.0,90.0,100.0,80.0,80.0,100.0,130.0,140.0
133,Price,,10.0,,11.0,,11.0,9.5,12.0,9.8,10.0,11.0,9.8,10.0,12.0,9.8,10.5,10.0,9.8,9.5,9.5,9.8,10.0,11.0,11.0,10.0,9.0,8.8
133,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
134,Quantity,,100.0,,95.0,,90.0,100.0,125.0,75.0,110.0,125.0,90.0,120.0,95.0,100.0,120.0,95.0,75.0,100.0,70.0,90.0,100.0,95.0,140.0,110.0,95.0,80.0
134,Price,,10.0,,10.0,,9.8,10.0,9.5,12.3,9.5,9.5,9.8,9.2,10.0,9.0,9.2,10.0,12.3,10.0,12.0,9.8,10.0,10.0,8.8,9.5,10.0,11.0
134,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
135,Quantity,,90.0,,95.0,,140.0,100.0,95.0,90.0,100.0,95.0,80.0,90.0,95.0,90.0,100.0,130.0,100.0,80.0,95.0,100.0,80.0,95.0,90.0,80.0,80.0,90.0
135,Price,,10.5,,10.0,,8.8,10.0,10.0,9.8,10.0,10.0,11.0,10.5,10.0,9.8,10.0,9.0,9.0,11.5,10.0,9.0,11.5,10.0,9.8,11.5,11.0,9.8
135,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
136,Quantity,,110.0,,130.0,,90.0,80.0,95.0,100.0,80.0,95.0,140.0,100.0,125.0,80.0,100.0,70.0,90.0,100.0,95.0,75.0,120.0,125.0,90.0,100.0,95.0,90.0
136,Price,,9.5,,9.0,,9.8,11.5,10.0,9.0,11.5,10.0,8.8,10.0,9.5,11.0,10.0,12.0,9.8,10.0,10.0,12.3,9.2,9.5,9.8,10.0,10.0,9.8
136,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
137,Quantity,,100.0,,95.0,,90.0,120.0,70.0,90.0,100.0,95.0,100.0,120.0,95.0,100.0,90.0,95.0,90.0,110.0,95.0,90.0,100.0,95.0,75.0,110.0,70.0,90.0
137,Price,,10.0,,10.0,,9.8,9.2,12.0,9.8,10.0,10.0,9.0,9.2,10.0,9.0,10.5,10.0,9.8,9.5,10.0,9.8,10.0,10.0,12.3,9.5,12.0,9.8
137,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
138,Quantity,,100.0,,70.0,,100.0,100.0,125.0,75.0,90.0,95.0,75.0,100.0,125.0,90.0,120.0,95.0,75.0,100.0,95.0,90.0,100.0,125.0,140.0,100.0,95.0,90.0
138,Price,,10.0,,12.0,,9.0,10.0,9.5,12.3,10.5,10.0,12.3,10.0,9.5,9.8,9.2,10.0,12.3,10.0,10.0,9.8,10.0,9.5,8.8,10.0,10.0,9.8
138,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
139,Quantity,,80.0,,130.0,,90.0,100.0,95.0,90.0,100.0,125.0,90.0,100.0,80.0,75.0,100.0,80.0,140.0,90.0,130.0,100.0,120.0,80.0,90.0,100.0,125.0,75.0
139,Price,,11.5,,9.0,,9.8,10.0,10.0,9.8,10.0,9.5,9.8,10.0,11.0,12.3,10.0,11.0,8.8,10.5,9.0,9.0,9.2,11.0,9.8,10.0,9.5,12.3
139,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
140,Quantity,,120.0,,95.0,,75.0,80.0,95.0,100.0,110.0,80.0,90.0,90.0,95.0,90.0,100.0,125.0,90.0,100.0,70.0,80.0,90.0,95.0,90.0,90.0,95.0,100.0
140,Price,,9.2,,10.0,,12.3,11.5,10.0,9.0,9.5,11.0,9.8,10.5,10.0,9.8,10.0,9.5,9.8,10.0,12.0,11.0,10.5,10.0,9.8,10.5,10.0,9.0
140,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
141,Quantity,,90.0,,95.0,,90.0,100.0,95.0,90.0,80.0,130.0,90.0,100.0,130.0,90.0,100.0,130.0,90.0,80.0,95.0,90.0,100.0,70.0,90.0,80.0,130.0,80.0
141,Price,,10.5,,10.0,,9.8,10.0,10.0,9.8,11.5,9.0,9.8,10.0,9.0,9.8,10.0,9.0,9.8,11.5,10.0,9.8,10.0,12.0,9.8,11.5,9.0,11.0
141,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
142,Quantity,,110.0,,125.0,,140.0,90.0,95.0,140.0,100.0,70.0,90.0,80.0,95.0,75.0,100.0,70.0,100.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,140.0
142,Price,,9.5,,9.5,,8.8,10.5,10.0,8.8,10.0,12.0,9.8,11.5,10.0,12.3,10.0,12.0,9.0,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,8.8
142,DSO,60.0,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
143,Quantity,,100.0,,70.0,,90.0,110.0,80.0,90.0,120.0,95.0,80.0,110.0,95.0,90.0,110.0,95.0,75.0,110.0,125.0,140.0,110.0,95.0,100.0,100.0,80.0,90.0
143,Price,,10.0,,12.0,,9.8,9.5,11.0,9.8,9.2,10.0,11.0,9.5,10.0,9.8,9.5,10.0,12.3,9.5,9.5,8.8,9.5,10.0,9.0,10.0,11.0,9.8
143,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
144,Quantity,,100.0,,95.0,,80.0,100.0,130.0,80.0,100.0,95.0,140.0,100.0,70.0,100.0,80.0,95.0,90.0,100.0,70.0,75.0,80.0,130.0,75.0,120.0,95.0,90.0
144,Price,,10.0,,10.0,,11.0,10.0,9.0,11.0,10.0,10.0,8.8,10.0,12.0,9.0,11.5,10.0,9.8,10.0,12.0,12.3,11.5,9.0,12.3,9.2,10.0,9.8
144,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
145,Quantity,,100.0,,95.0,,140.0,90.0,80.0,75.0,120.0,95.0,90.0,100.0,80.0,90.0,100.0,95.0,140.0,120.0,130.0,90.0,90.0,130.0,90.0,80.0,80.0,90.0
145,Price,,10.0,,10.0,,8.8,10.5,11.0,12.3,9.2,10.0,9.8,10.0,11.0,9.8,10.0,10.0,8.8,9.2,9.0,9.8,10.5,9.0,9.8,11.5,11.0,9.8
145,DSO,45.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
146,Quantity,,100.0,,130.0,,90.0,100.0,130.0,90.0,100.0,95.0,90.0,90.0,95.0,140.0,100.0,95.0,90.0,100.0,80.0,90.0,120.0,95.0,90.0,100.0,95.0,90.0
146,Price,,10.0,,9.0,,9.8,10.0,9.0,9.8,10.0,10.0,9.8,10.5,10.0,8.8,10.0,10.0,9.8,10.0,11.0,9.8,9.2,10.0,9.8,10.0,10.0,9.8
146,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
147,Quantity,,90.0,,80.0,,80.0,100.0,95.0,100.0,80.0,70.0,75.0,110.0,95.0,90.0,110.0,80.0,90.0,80.0,95.0,80.0,100.0,95.0,75.0,100.0,130.0,140.0
147,Price,,10.5,,11.0,,11.0,10.0,10.0,9.0,11.5,12.0,12.3,9.5,10.0,9.8,9.5,11.0,9.8,11.5,10.0,11.0,10.0,10.0,12.3,10.0,9.0,8.8
147,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
148,Quantity,,110.0,,95.0,,90.0,110.0,95.0,90.0,100.0,130.0,140.0,100.0,125.0,75.0,80.0,125.0,80.0,100.0,95.0,100.0,100.0,70.0,100.0,120.0,95.0,80.0
148,Price,,9.5,,10.0,,9.8,9.5,10.0,9.8,10.0,9.0,8.8,10.0,9.5,12.3,11.5,9.5,11.0,10.0,10.0,9.0,10.0,12.0,9.0,9.2,10.0,11.0
148,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
149,Quantity,,80.0,,95.0,,100.0,100.0,95.0,140.0,100.0,70.0,100.0,110.0,95.0,80.0,90.0,130.0,75.0,90.0,125.0,90.0,80.0,95.0,140.0,110.0,125.0,100.0
149,Price,,11.5,,10.0,,9.0,10.0,10.0,8.8,10.0,12.0,9.0,9.5,10.0,11.0,10.5,9.0,12.3,10.5,9.5,9.8,11.5,10.0,8.8,9.5,9.5,9.0
149,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
150,Quantity,,110.0,,70.0,,90.0,120.0,95.0,90.0,110.0,125.0,75.0,100.0,70.0,90.0,120.0,70.0,90.0,100.0,70.0,90.0,110.0,80.0,80.0,100.0,95.0,75.0
150,Price,,9.5,,12.0,,9.8,9.2,10.0,9.8,9.5,9.5,12.3,10.0,12.0,9.8,9.2,12.0,9.8,10.0,12.0,9.8,9.5,11.0,11.0,10.0,10.0,12.3
150,DSO,90.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
151,Quantity,,100.0,,125.0,,75.0,80.0,70.0,75.0,100.0,95.0,90.0,100.0,130.0,100.0,100.0,95.0,90.0,110.0,95.0,75.0,100.0,125.0,90.0,100.0,70.0,90.0
151,Price,,10.0,,9.5,,12.3,11.5,12.0,12.3,10.0,10.0,9.8,10.0,9.0,9.0,10.0,10.0,9.8,9.5,10.0,12.3,10.0,9.5,9.8,10.0,12.0,9.8
151,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
152,Quantity,,100.0,,95.0,,90.0,100.0,125.0,90.0,90.0,95.0,90.0,80.0,95.0,90.0,100.0,95.0,100.0,100.0,95.0,140.0,100.0,95.0,90.0,90.0,95.0,90.0
152,Price,,10.0,,10.0,,9.8,10.0,9.5,9.8,10.5,10.0,9.8,11.5,10.0,9.8,10.0,10.0,9.0,10.0,10.0,8.8,10.0,10.0,9.8,10.5,10.0,9.8
152,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
153,Quantity,,90.0,,70.0,,90.0,100.0,95.0,140.0,100.0,95.0,90.0,100.0,130.0,90.0,80.0,70.0,80.0,90.0,95.0,90.0,110.0,125.0,100.0,100.0,70.0,90.0
153,Price,,10.5,,12.0,,9.8,10.0,10.0,8.8,10.0,10.0,9.8,10.0,9.0,9.8,11.5,12.0,11.0,10.5,10.0,9.8,9.5,9.5,9.0,10.0,12.0,9.8
153,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
154,Quantity,,110.0,,95.0,,75.0,120.0,95.0,90.0,80.0,95.0,90.0,110.0,95.0,75.0,120.0,125.0,90.0,100.0,95.0,90.0,80.0,95.0,80.0,110.0,95.0,90.0
154,Price,,9.5,,10.0,,12.3,9.2,10.0,9.8,11.5,10.0,9.8,9.5,10.0,12.3,9.2,9.5,9.8,10.0,10.0,9.8,11.5,10.0,11.0,9.5,10.0,9.8
154,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
155,Quantity,,100.0,,95.0,,90.0,80.0,70.0,80.0,100.0,125.0,80.0,80.0,95.0,90.0,100.0,95.0,90.0,110.0,125.0,75.0,100.0,95.0,90.0,90.0,125.0,75.0
155,Price,,10.0,,10.0,,9.8,11.5,12.0,11.0,10.0,9.5,11.0,11.5,10.0,9.8,10.0,10.0,9.8,9.5,9.5,12.3,10.0,10.0,9.8,10.5,9.5,12.3
155,DSO,90.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
156,Quantity,,100.0,,125.0,,100.0,100.0,125.0,90.0,120.0,80.0,140.0,100.0,70.0,140.0,100.0,95.0,100.0,100.0,80.0,140.0,100.0,80.0,90.0,100.0,95.0,140.0
156,Price,,10.0,,9.5,,9.0,10.0,9.5,9.8,9.2,11.0,8.8,10.0,12.0,8.8,10.0,10.0,9.0,10.0,11.0,8.8,10.0,11.0,9.8,10.0,10.0,8.8
156,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
157,Quantity,,100.0,,125.0,,90.0,90.0,80.0,75.0,80.0,130.0,100.0,90.0,95.0,100.0,100.0,95.0,100.0,120.0,95.0,90.0,110.0,95.0,90.0,100.0,125.0,75.0
157,Price,,10.0,,9.5,,9.8,10.5,11.0,12.3,11.5,9.0,9.0,10.5,10.0,9.0,10.0,10.0,9.0,9.2,10.0,9.8,9.5,10.0,9.8,10.0,9.5,12.3
157,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
158,Quantity,,100.0,,95.0,,75.0,100.0,130.0,90.0,100.0,70.0,75.0,100.0,125.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,90.0,70.0,90.0,80.0,95.0,100.0
158,Price,,10.0,,10.0,,12.3,10.0,9.0,9.8,10.0,12.0,12.3,10.0,9.5,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.5,12.0,9.8,11.5,10.0,9.0
158,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
159,Quantity,,80.0,,95.0,,90.0,100.0,95.0,100.0,110.0,95.0,90.0,100.0,80.0,80.0,110.0,130.0,90.0,80.0,125.0,80.0,100.0,130.0,75.0,120.0,70.0,90.0
159,Price,,11.5,,10.0,,9.8,10.0,10.0,9.0,9.5,10.0,9.8,10.0,11.0,11.0,9.5,9.0,9.8,11.5,9.5,11.0,10.0,9.0,12.3,9.2,12.0,9.8
159,DSO,60.0,,45.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
160,Quantity,,120.0,,80.0,,100.0,110.0,95.0,90.0,100.0,95.0,90.0,120.0,95.0,90.0,80.0,70.0,75.0,100.0,70.0,100.0,100.0,95.0,100.0,100.0,95.0,90.0
160,Price,,9.2,,11.0,,9.0,9.5,10.0,9.8,10.0,10.0,9.8,9.2,10.0,9.8,11.5,12.0,12.3,10.0,12.0,9.0,10.0,10.0,9.0,10.0,10.0,9.8
160,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
